PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,PEPOCH,DM,S1400,DIST_DM,DIST_DM1,TYPE,ASSOC,SURVEY,P0,P1,DMEPOCH,RM,S400,S150,SPINDX,W50,W10,F2,F3,NGLT,DIST_AMN,DIST_AMX,S300,CLK,EPHEM,PSRB,PMRA,PMDEC,S50,S600,TAU_SC,ELONG,ELAT,PMELONG,PMELAT,PX,UNITS,BINCOMP,BINARY,TASC,FB0,FB1,FB2,A1,EPS1,EPS2,DIST_A,PB,S3000,S4000,S800,S2000,S900,S1600,T0,PBDOT,ECC,OM,OMDOT,M2,S350,S100,S200,S80,A1DOT,S60,S5000,DM1,S40,TASC_2,PB_2,A1_2,EPS1_2,EPS2_2,SINI,M2_2,MASS_Q,S700,KOM,KIN,H3,STIG,H4,GAMMA,DM2,S100G,S150G,OM_ASC,DM3,T0_2,T0_3,PB_3,A1_3,ECC_2,ECC_3,OM_2,OM_3,SINI_2,SINI_3,M2_3,A12DOT,OM2DOT,P1˙,S6000,XDOT,F4,F5,S8000,S9000,DM4,DM5,ECCDOT,DTHETA,S1500,coord
J1801-2920,18:01:46.839,-29:20:38.1,57600,0.9242909,-2.81266E-15,57600,125.613,2.6,3.013,2.775,,,"pks1,pksmb,htru_pks,",1.0819105,3.2923036E-15,,-62,,,-2,7.4,61,0,,,,,,,,B1758-29,,,,13.2,,,,,,,TCB,,,,,,,,,,,,0.42,,6.3,,,,,,,,,,28,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.4451624999999,-29.343916666666665"
J1801-3210,18:01:25.8872,-32:10:53.733,,134.16364,-1.3E-18,56635,177.729,0.451,6.112,4.026,,,htru_pks,0.0074535846,7.22227E-23,59083.69,225,,,-2.47,0.62,2.5,-2.5E-26,,,,,,,,,-4,-4,,,,,,,,,TCB,He[bbb+11],BT,,,,,7.80932,,,,20.7717,,,,,,,56518.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.3578633333333,-32.1815925"
J1801-3458,18:01:52.66,-34:58:37,,0.7217071,-2.07E-16,53112,146,0.11,5.915,3.511,,,pksmb,1.3856037,3.9741878E-16,,,,,,47,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.46941666666663,-34.97694444444445"
J1802+0128,18:02:27.45,+01:28:23.7,,,,51650,97.97,,7.681,3.365,,,"pkssw,gbncc",0.5542616,2.109E-15,,,,,,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.614375,1.4732500000000002"
J1802+03,18:02:44,+03:38,,,,56362,77,,5.099,2.773,,,ar327,0.6643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.6833333333333,3.6333333333333333"
J1802-0523,18:02:12.14,-05:23:29,,,,56908,121,0.15,4.07,3.429,,,htru_pks,1.680573,2.649E-15,,,,,,64.4,146,,,,,,,,,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.5505833333333,-5.39138888888889"
J1802-1745,18:02:14.85,-17:45:17,,1.9429874,-2.13E-15,51719,264.2,0.21,6.596,4.627,,,"pksmb,htru_pks",0.5146714,5.642085E-16,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.561875,-17.754722222222224"
J1802-2124,18:02:05.335576,-21:24:03.649,,79.06642,-4.536E-16,53453,149.5902,0.734,3.026,2.94,,,"pksmb,htru_pks",0.012647594,7.2558597E-20,58986.863,290.2,,,-2.38,0.37,0.74,-1.04E-25,,,,,,,,,-0.85,4.8,,,,,,,,1.24,,CO[fsk+10],ELL1,53452.633,,,,3.7188532,0.00000086,0.00000232,0.76,0.69888926,,,,,,,,,,,,0.78,,,,,,,,-0.00009,,,,,,,0.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.5222315666667,-21.40101361111111"
J1802-2426,18:02:03.10,-24:26:43,,1.7574474,-2.6445E-14,51495,711,0.6,12.876,11.392,,,"pksmb,htru_pks",0.5690071,8.562073E-15,,74,,,-1.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.5129166666666,-24.44527777777778"
J1802-3346,18:02:55.2,-33:46:45,,,,54894,217,0.2,13.672,5.369,,,htru_pks,2.461052,1.32E-15,,236,,,,76.6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.73,-33.77916666666667"
J1803+1358,18:03:11,+13:59:26,,,,,,,,,NRAD[aab+22],GRS:4FGL_J1803.2+140,FermiAssoc,0.00152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.7958333333333,13.990555555555554"
J1803-1616,18:03:34.68,-16:16:30,,1.8636,-6.152E-15,51991,388.1,0.16,19.035,7.57,,,"pksmb,htru_pks",0.5365958,1.7713766E-15,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.8945,-16.275"
J1803-1857,18:03:59.06,-18:57:19,,0.34912086,-1.849E-15,51491,392,0.4,10.784,5.738,,,"pksmb,htru_pks",2.8643377,1.5169992E-14,,788.6,,,-1.59,25.6,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.9960833333333,-18.955277777777777"
J1803-1920,18:03:29.44,-19:20:41,,2.2540345,-1.675E-15,51843,436.1,0.27,12.534,6.265,,,"pksmb,htru_pks",0.44364893,3.2968084E-16,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.87266666666665,-19.34472222222222"
J1803-2137,18:03:51.4105,-21:37:07.351,51544,7.4812827,-7.520039E-12,53900,233.99,9.6,3.422,3.878,HE,SNR:G8.7-0.1(?)[kw90,"jb2,pks1,pksmb,htru_",0.13366692,1.3435937E-13,,-36.1,23,,-0.1,13,44,2.0793E-22,,5,3.8,4.9,3.3,,,B1800-21,11.6,14.8,,9.8,0.0054,,,,,,,,,,,,,,,,4.4,,8,,21.4,9.3,17,17,,,,,,,,,,,,,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,"270.9642104166666,-21.61870861111111"
J1803-2149,18:03:09.632,-21:49:13,,9.404498,-1.725894E-12,55225,,,,,NRAD,GRS:4FGL_J1803.1-214,FermiBlind,0.10633209,1.9513845E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.7901333333333,-21.82027777777778"
J1803-2712,,,50261,2.9902928,-1.5302E-16,50261,165.5,1.2,3.466,3.38,,,"pks1,pksmb,htru_pks",0.3344154,1.7112787E-17,,-165,3.4,,,17,32,2.1E-27,,,,,,,,B1800-27,,,,2.4,,270.7862,-3.7649,,,,,He[jml+92],BT,,,,,58.94,,,,406.781,,,,,,,48467,,0.000507,208.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1803-3002A,18:03:34.0,-30:02:02,,140.81746,-7.93E-16,58700,192.6234,0.7,5.804,4.216,,GC:NGC6522,misc,0.0071013924,3.9990806E-20,,-107,,,-1.66,,,,,,,,,,,,2.566,-6.438,,,,,,,,0.125,TCB,,,,,,,,,,7.3,,0.21,0.2,,0.31,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.89166666666665,-30.03388888888889"
J1803-3002B,18:03:34.0,-30:02:02,,,,54100,192.6,,5.802,4.216,,GC:NGC6522,misc,0.004397,,,,,,,,,,,,,,,,,,2.566,-6.438,,,,,,,,0.125,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.89166666666665,-30.03388888888889"
J1803-3002C,18:03:34.0,-30:02:02,,,,54100,194.5,,5.979,4.256,,GC:NGC6522,misc,0.00584,,,,,,,,,,,,,,,,,,2.566,-6.438,,,,,,,,0.125,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.89166666666665,-30.03388888888889"
J1803-3002D,18:03:34.0,-30:02:02,,,,,192.73,0.028,5.814,4.218,,GC:NGC6522,meerkat_trapum,0.00553,,,,,,,,,,,,,,,,,,2.566,-6.438,,,,,,,,0.125,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.89166666666665,-30.03388888888889"
J1803-3329,18:03:44.453,-33:29:10.7,,,,55152,170.9,,7.811,4.123,,,"htru_pks,gbncc",0.633412,3.372E-16,,,,,,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.9352208333333,-33.48630555555555"
J1804-0735,,,50337,43.28844,-8.753E-16,50337,186.316,1,8.156,5.036,,GC:NGC6539,"misc,htru_pks",0.023100855,4.671034E-19,,,3.1,,-2.35,3.7,,3.3E-27,,,,,,,,B1802-07,-6.896,-3.537,,1,,271.2446,15.84387,,,0.131,,,BT,,,,,3.92055,,,8.16,2.6167634,,,,,,,48354.484,,0.21204,164.752,0.0595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1804-2228,18:04:28.19,-22:28:18,,1.7528157,-4.4E-16,51414,424,0.2,4.054,5.615,,,"pksmb,htru_pks",0.5705106,1.4321224E-16,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.1174583333333,-22.471666666666664"
J1804-2717,18:04:21.133087,-27:17:31.335,,,,55000,24.6746,0.4,0.805,0.782,,,"pks70,pksmb,gbncc",0.009343031,4.085E-20,59216.52,40,15,,-1.7,1.55,5.9,-5.9E-28,,,,,,,,,2.56,-17,,8,,,,,,,TCB,He[llb+96],DD,,,,,7.2814527,,,,11.128712,,,,,,,49615.08,,0.00003406,158.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.08805452916664,-27.292037500000003"
J1804-28,18:04:48,-28:07,,,,51973.7,213,0.4,5.469,4.399,,,"pksmb,htru_pks,gbncc",1.273011,,,,,,,17,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.19999999999993,-28.116666666666667"
J1804-2858,18:04:01.52323,-28:58:46.608,,669.9336,3.399E-16,57425,232.528,0.918,8.237,4.87,,,htru_pks,0.0014926853,-7.5733434E-22,59181.652,-421,,,-1.26,,,-2.6E-25,,,,,,,,,-6.4,-11,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.00634679166666,-28.979613333333333"
J1805+0306,,,49946,4.572232,-2.089391E-14,49946,80.857,,5.255,2.842,,,"gb3,pkssw,lotaas,gbn",0.21871157,9.99455E-16,,42,5,18.7,,7.7,12,1.7E-26,,,,,,,,B1802+03,,,,,0.00000143,271.44244,26.54122,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1805+0615,18:05:42.39969,+06:15:18.606,,469.72473,-5.0214E-15,57002,64.883,,3.885,2.484,HE[cck+16],GRS:4FGL_J1805.6+061,FermiAssoc,0.0021289063,2.2758204E-20,,,,,,,,,,,,,,,,,8.7,12.8,,,,,,,,,TDB,UL[drc+21],ELL1,57001.6,,,,0.087728,0.000155,0.00001,,0.33687204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.4266653749999,6.255168333333334"
J1805-0619,18:05:31.436,-06:19:45.4,,,,51650,147.1,0.9,5.429,4.003,,,"pkssw,htru_pks,gbncc",0.4546507,9.69E-16,,82,,,,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.3809833333333,-6.329277777777778"
J1805-1504,18:05:06.10,-15:04:36,,0.84654707,-1.96E-16,53035,225,3.7,5.409,4.369,,,"pksmb,htru_pks",1.1812692,2.734978E-16,,213.1,,,-1.8,229,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.2754166666666,-15.076666666666666"
J1805-2032,18:05:37.09,-20:32:51,,2.4644535,-5.098E-14,51149,932.3,0.7,6.694,11.66,,,"pksmb,htru_pks",0.40576947,8.393799E-15,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.4045416666666,-20.547500000000003"
J1805-2037,18:05:28.19,-20:37:16,,2.7948046,-1.3712E-14,51388,708.1,0.34,4.983,9.14,,,"pksmb,htru_pks",0.35780677,1.7554882E-15,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.3674583333333,-20.621111111111112"
J1805-2447,18:05:25.93,-24:47:30,,1.5119404,-1.33E-17,51936,269,0.27,4.576,4.569,,,pksmb,0.66140175,5.818115E-18,,,,,,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.3580416666666,-24.791666666666668"
J1805-2948,18:05:42.49,-29:48:00,,,,55137,167.9,0.2,4.589,3.793,,,htru_pks,0.428341,4.74E-16,,23,,,,9.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.42704166666664,-29.8"
J1806+1023,18:06:52.114,+10:23:18.30,,,,53000,52.03,,2.954,2.225,,,pkssw,0.48428646,5.725E-17,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.71714166666663,10.388416666666666"
J1806-1154,,,50134,1.913442,-5.15786E-15,50134,122.41,2.7,3.005,2.753,,,"gb3,pks70,pksmb,htru",0.5226184,1.4087662E-15,,255.9,4,,-3.14,32,39,8.4E-27,,,,,,,,B1804-12,,,,,0.00001462,271.52618,11.5232,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1806-1618,18:06:25.78,-16:18:38,,1.4963133,-1.93E-15,51843,319,0.22,10.156,5.35,,,"pksmb,htru_pks",0.6683092,8.620098E-16,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.6074166666666,-16.310555555555556"
J1806-1920,18:06:06.6,-19:20:23,,1.1366338,-2.2E-17,51271,683,1.4,12.793,9.447,,,"pksmb,htru_pks",0.87979084,1.7028704E-17,,1069,,,,659.9,,4.7E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.5275,-19.33972222222222"
J1806-2125,18:06:19.80,-21:27:55.58,55349,2.075444,-5.0821E-13,55349,747,0.8,4.886,9.828,,,"pksmb,htru_pks",0.4818246,1.1798348E-13,55000,724,,,-2.1,34,55,1.1E-23,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.5825,-21.465438888888887"
J1806+2819,18:06:25.0658,+28:19:01.115,,,,57004,18.6802,,1.33,1.34,"HE[kmk+18,aab+22]",GRS:4FGL_J1807.1+282,"gbncc,lotaas",0.015083667,3.75E-20,,,,47,,2,3,,,,,,,TT(BIPM),DE430,,,,30,,,,,,,,,He[kmk+18],ELL1,57040.77,,,,21.608784,-0.0000852,-0.0000192,,43.866962,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.60444083333334,28.31697638888889"
J1807+04,18:07:25,+04:05,,,,56496,53,,2.39,2.003,,,ar327,0.7989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.85416666666663,4.083333333333333"
J1807+0756,18:07:51.235,+07:56:43.39,,,,53064,89.29,,7.935,3.541,,,"ar4,gb4",0.46430048,1.294E-16,,,2.16,,,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.9634791666666,7.9453861111111115"
J1807-0847,18:07:38.0274,-08:47:43.27,48244,6.107714,-1.074334E-15,48244,112.3802,18.2,2.7,2.725,,,"mol2,gb3,pks70,pkssw",0.16372737,2.87993E-17,,166,65,,-1.4,5.9,12,-4.79E-27,,,0.6,2.7,,,,B1804-08,-5,1,,54,0.0000314,,,,,,,,,,,,,,,,1.5,,4,,37,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.90844749999997,-8.795352777777778"
J1807-2459A,18:07:20.355604,-24:59:52.9015,,,,55243,134.00401,1.1,3.015,2.893,,GC:NGC6544,"pksgc,pksmb,htru_pks",0.003059449,-4.3352E-21,,160.4,,,,0.33,,,,,,,,,,,-2.304,-18.604,,,,,,,,0.399,,UL[lfrj12],BT,,,,,0.01222393,,,2.58,0.07109148,0.3,,,0.6,,,55242.996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.83481501666665,-24.998028194444444"
J1807-2459B,18:07:20.871209,-25:00:1.915,,,,54881.35,137.1535,,3.045,2.944,,GC:NGC6544,misc,0.004186177,8.23245E-20,,157,,,,,,,,,,,,,,,-2.304,-18.604,,,,,,,,0.399,,NS/CO(?)[lfrj12],DD,,,,,28.920391,,,2.58,9.956668,,,,0.088,,,54881.348,,0.7470332,11.3346,0.018319,1.02,,,,,,,,,,,,,,,0.99715,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.8369633708333,-25.000531944444443"
J1807-2557,18:07:13.66,-25:57:20,,,,54984,385,,18.556,7.605,RRAT,,pksmb,2.764195,4.994E-15,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271.80691666666667,-25.955555555555556"
J1807-2715,,,49891,1.2080556,-1.776454E-14,49891,312.98,0.91,15.364,5.008,,,"mol2,pks70,pksmb,htr",0.82777643,1.217251E-14,,-47,25,,-3,9.7,25,-8.2E-26,,,,,,,,B1804-27,,,,7.4,0.00027,271.59073,-3.8214,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1808+00,18:08:19,+00:34,,,,49717,149.2,,25,5.157,,,"ar4,pkssw,gbncc",0.425115,,,,,,,20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.07916666666665,0.5666666666666667"
J1808-0813,,,50862,1.1414948,-1.61599E-15,50862,151.27,1.6,3.972,3.759,,,"pks70,pkssw,pksmb,ht",0.87604433,1.2401975E-15,,77,28,,-2.1,23,38,2E-27,,,,,,,,,,,,,0.000087,272.09164,15.20731,,,,,,,,,,,,,,,,0.23,,4,,,,,,,,,,15,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1808-1020,18:08:45.634,-10:20:48.3,,1.675061,-2.1674E-15,53035,225.3,0.23,8.076,5.204,,,"pksmb,htru_pks",0.5969932,7.7246324E-16,,125.4,,,,9.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.19014166666665,-10.34675"
J1808-1517,18:08:39.09,-15:17:40,,,,55105.4,205,0.35,4.306,3.79,,,"pksmb,htru_pks",0.5445492,2.6671E-15,,-169,,,,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.162875,-15.294444444444444"
J1808-1726,18:08:42.3,-17:26:27,,4.1487827,-2E-16,53108,536,0.39,14.163,7.498,,,"pksmb,htru_pks",0.24103455,1.1619532E-17,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.1762499999999,-17.440833333333334"
J1808-2024,18:08:39.337,-20:24:39.85,,,,53254,,,,,"AXP,NRAD","SNR:G10.0-0.3(?),XRS",misc,7.55592,5.49E-10,,,,,,,,-1.78E-20,,,10,17,,,,,-4.5,-6.9,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.16390416666667,-20.411069444444443"
J1808-2057,,,49612,1.088838,-2.024485E-14,49612,606.8,2.6,4.582,7.609,,,"jb2,pks1,pksmb,htru_",0.9184103,1.7076074E-14,,93,,,-2,76,84.5,7.87E-26,,,,,,,,B1805-20,,,,8.1,0.03586,271.89413,2.4572,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1808-2701,18:08:13.23,-27:01:21,,0.4068544,-1.08949E-14,53112,95,0.15,2.706,1.777,,,pksmb,2.4578817,6.5818085E-14,,,,,,23,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.055125,-27.022499999999997"
J1808-3249,18:08:04.48,-32:49:34,,,,51500,147.3,1.7,6.269,3.639,,,"pkssw,htru_pks,gbncc",0.36491224,7.0494E-15,,289,,,,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.01866666666666,-32.82611111111112"
J1809-0119,18:09:51.36,-01:19:29.0,,,,55254,138.3,,10.737,4.265,,,"htru_pks,gbncc",0.7449764,2.29E-15,,,,,,12,23,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.46399999999994,-1.3247222222222221"
J1809-0743,18:09:35.92,-07:43:01.4,,,,51650,240.7,0.3,13.999,6.34,,,"pkssw,pksmb",0.3138857,1.521E-16,,-44,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.39966666666663,-7.717055555555556"
J1809-1429,18:09:45.510,-14:29:25.0,,1.1169624,-6.537E-15,51495,411.3,0.6,17.153,7.4,,,"pksmb,htru_pks",0.89528525,5.239639E-15,,-40,,,-2.1,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.439625,-14.490277777777777"
J1809+17,18:09:06,+17:04,,,,,47.32,,3.152,2.273,,,lotaas,2.0667,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272.2749999999999,17.066666666666666"
